"X...1"	"X...3"	"X...5"	"X...7"	"X...9"	"X...11"	"X...13"	"X...15"	"X...17"	"X...19"	"X...21"	"X...23"	"X...25"	"X...27"	"X...29"	"X...31"	"X...33"	"X...35"	"X...37"	"X...39"	"X...41"	"X...43"	"X...45"	"X...47"	"X...49"	"X...51"	"X...53"	"X...55"	"X...57"	"X...59"	"X...61"	"X...63"	"X...65"	"X...67"	"X...69"	"X...71"	"X...73"	"X...75"	"X...77"	"X...79"	"X...81"	"X...83"	"X...85"	"X...87"	"X...89"	"X...91"	"X...93"	"X...95"	"X...97"	"X...99"	"X...101"	"X...103"	"X...105"	"X...107"	"X...109"	"X...111"	"X...113"	"X...115"	"X...117"	"X...119"	"X...121"	"X...123"	"X...125"	"X...127"	"X...129"	"X...131"	"X...133"	"X...135"	"X...137"	"X...139"	"X...141"	"X...143"	"X...145"	"X...147"	"X...149"	"X...151"	"X...153"	"X...155"
1221.954	1222.625	1215.337	1217.131	1218.344	1216.015	1220.711	1224.114	1230.623	1229.29	1223.191	1232.087	1229.248	1221.954	1222.625	1215.337	1217.131	1218.344	1216.015	1220.711	1224.114	1230.623	1229.29	1223.191	1232.087	1229.248	1221.954	1222.625	1215.337	1217.131	1218.344	1216.015	1220.711	1224.114	1230.623	1229.29	1223.191	1232.087	1229.248	1221.954	1222.625	1215.337	1217.131	1218.344	1216.015	1220.711	1224.114	1230.623	1229.29	1223.191	1232.087	1229.248	1221.954	1222.625	1215.337	1217.131	1218.344	1216.015	1220.711	1224.114	1230.623	1229.29	1223.191	1232.087	1229.248	1221.954	1222.625	1215.337	1217.131	1218.344	1216.015	1220.711	1224.114	1230.623	1229.29	1223.191	1232.087	1229.248
1224.157	1224.828	1217.54	1219.334	1220.563	1218.203	1222.945	1226.333	1232.998	1231.508	1225.394	1234.29	1231.482	1224.157	1224.828	1217.54	1219.334	1220.563	1218.203	1222.945	1226.333	1232.998	1231.508	1225.394	1234.29	1231.482	1224.157	1224.828	1217.54	1219.334	1220.563	1218.203	1222.945	1226.333	1232.998	1231.508	1225.394	1234.29	1231.482	1224.157	1224.828	1217.54	1219.334	1220.563	1218.203	1222.945	1226.333	1232.998	1231.508	1225.394	1234.29	1231.482	1224.157	1224.828	1217.54	1219.334	1220.563	1218.203	1222.945	1226.333	1232.998	1231.508	1225.394	1234.29	1231.482	1224.157	1224.828	1217.54	1219.334	1220.563	1218.203	1222.945	1226.333	1232.998	1231.508	1225.394	1234.29	1231.482
1226.36	1227.046	1219.759	1221.568	1222.75	1220.453	1225.148	1228.552	1235.28	1233.712	1227.598	1236.509	1233.727	1226.36	1227.046	1219.759	1221.568	1222.75	1220.453	1225.148	1228.552	1235.28	1233.712	1227.598	1236.509	1233.727	1226.36	1227.046	1219.759	1221.568	1222.75	1220.453	1225.148	1228.552	1235.28	1233.712	1227.598	1236.509	1233.727	1226.36	1227.046	1219.759	1221.568	1222.75	1220.453	1225.148	1228.552	1235.28	1233.712	1227.598	1236.509	1233.727	1226.36	1227.046	1219.759	1221.568	1222.75	1220.453	1225.148	1228.552	1235.28	1233.712	1227.598	1236.509	1233.727	1226.36	1227.046	1219.759	1221.568	1222.75	1220.453	1225.148	1228.552	1235.28	1233.712	1227.598	1236.509	1233.727
1228.579	1229.265	1221.978	1223.756	1224.953	1222.671	1227.383	1230.755	1237.483	1235.93	1229.848	1238.712	1235.93	1228.579	1229.265	1221.978	1223.756	1224.953	1222.671	1227.383	1230.755	1237.483	1235.93	1229.848	1238.712	1235.93	1228.579	1229.265	1221.978	1223.756	1224.953	1222.671	1227.383	1230.755	1237.483	1235.93	1229.848	1238.712	1235.93	1228.579	1229.265	1221.978	1223.756	1224.953	1222.671	1227.383	1230.755	1237.483	1235.93	1229.848	1238.712	1235.93	1228.579	1229.265	1221.978	1223.756	1224.953	1222.671	1227.383	1230.755	1237.483	1235.93	1229.848	1238.712	1235.93	1228.579	1229.265	1221.978	1223.756	1224.953	1222.671	1227.383	1230.755	1237.483	1235.93	1229.848	1238.712	1235.93
1230.782	1231.5	1224.197	1225.959	1227.157	1224.89	1229.586	1232.974	1239.827	1238.165	1232.051	1240.915	1238.134	1230.782	1231.5	1224.197	1225.959	1227.157	1224.89	1229.586	1232.974	1239.827	1238.165	1232.051	1240.915	1238.134	1230.782	1231.5	1224.197	1225.959	1227.157	1224.89	1229.586	1232.974	1239.827	1238.165	1232.051	1240.915	1238.134	1230.782	1231.5	1224.197	1225.959	1227.157	1224.89	1229.586	1232.974	1239.827	1238.165	1232.051	1240.915	1238.134	1230.782	1231.5	1224.197	1225.959	1227.157	1224.89	1229.586	1232.974	1239.827	1238.165	1232.051	1240.915	1238.134	1230.782	1231.5	1224.197	1225.959	1227.157	1224.89	1229.586	1232.974	1239.827	1238.165	1232.051	1240.915	1238.134
1232.985	1233.703	1226.4	1228.162	1229.375	1227.109	1231.82	1235.208	1242.342	1240.399	1234.363	1243.134	1240.352	1232.985	1233.703	1226.4	1228.162	1229.375	1227.109	1231.82	1235.208	1242.342	1240.399	1234.363	1243.134	1240.352	1232.985	1233.703	1226.4	1228.162	1229.375	1227.109	1231.82	1235.208	1242.342	1240.399	1234.363	1243.134	1240.352	1232.985	1233.703	1226.4	1228.162	1229.375	1227.109	1231.82	1235.208	1242.342	1240.399	1234.363	1243.134	1240.352	1232.985	1233.703	1226.4	1228.162	1229.375	1227.109	1231.82	1235.208	1242.342	1240.399	1234.363	1243.134	1240.352	1232.985	1233.703	1226.4	1228.162	1229.375	1227.109	1231.82	1235.208	1242.342	1240.399	1234.363	1243.134	1240.352
1235.173	1235.89	1228.619	1230.365	1231.578	1229.343	1234.023	1237.458	1244.545	1242.618	1236.879	1245.369	1242.587	1235.173	1235.89	1228.619	1230.365	1231.578	1229.343	1234.023	1237.458	1244.545	1242.618	1236.879	1245.369	1242.587	1235.173	1235.89	1228.619	1230.365	1231.578	1229.343	1234.023	1237.458	1244.545	1242.618	1236.879	1245.369	1242.587	1235.173	1235.89	1228.619	1230.365	1231.578	1229.343	1234.023	1237.458	1244.545	1242.618	1236.879	1245.369	1242.587	1235.173	1235.89	1228.619	1230.365	1231.578	1229.343	1234.023	1237.458	1244.545	1242.618	1236.879	1245.369	1242.587	1235.173	1235.89	1228.619	1230.365	1231.578	1229.343	1234.023	1237.458	1244.545	1242.618	1236.879	1245.369	1242.587
1237.376	1238.093	1230.822	1232.584	1233.782	1231.546	1236.242	1239.646	1246.858	1244.852	1239.113	1247.572	1244.79	1237.376	1238.093	1230.822	1232.584	1233.782	1231.546	1236.242	1239.646	1246.858	1244.852	1239.113	1247.572	1244.79	1237.376	1238.093	1230.822	1232.584	1233.782	1231.546	1236.242	1239.646	1246.858	1244.852	1239.113	1247.572	1244.79	1237.376	1238.093	1230.822	1232.584	1233.782	1231.546	1236.242	1239.646	1246.858	1244.852	1239.113	1247.572	1244.79	1237.376	1238.093	1230.822	1232.584	1233.782	1231.546	1236.242	1239.646	1246.858	1244.852	1239.113	1247.572	1244.79	1237.376	1238.093	1230.822	1232.584	1233.782	1231.546	1236.242	1239.646	1246.858	1244.852	1239.113	1247.572	1244.79
1239.579	1240.312	1233.009	1234.772	1235.985	1233.765	1238.476	1241.849	1249.28	1247.055	1241.316	1249.79	1247.134	1239.579	1240.312	1233.009	1234.772	1235.985	1233.765	1238.476	1241.849	1249.28	1247.055	1241.316	1249.79	1247.134	1239.579	1240.312	1233.009	1234.772	1235.985	1233.765	1238.476	1241.849	1249.28	1247.055	1241.316	1249.79	1247.134	1239.579	1240.312	1233.009	1234.772	1235.985	1233.765	1238.476	1241.849	1249.28	1247.055	1241.316	1249.79	1247.134	1239.579	1240.312	1233.009	1234.772	1235.985	1233.765	1238.476	1241.849	1249.28	1247.055	1241.316	1249.79	1247.134	1239.579	1240.312	1233.009	1234.772	1235.985	1233.765	1238.476	1241.849	1249.28	1247.055	1241.316	1249.79	1247.134
1241.813	1242.499	1235.212	1236.975	1238.188	1235.968	1240.711	1244.068	1251.514	1249.274	1243.676	1251.994	1249.618	1241.813	1242.499	1235.212	1236.975	1238.188	1235.968	1240.711	1244.068	1251.514	1249.274	1243.676	1251.994	1249.618	1241.813	1242.499	1235.212	1236.975	1238.188	1235.968	1240.711	1244.068	1251.514	1249.274	1243.676	1251.994	1249.618	1241.813	1242.499	1235.212	1236.975	1238.188	1235.968	1240.711	1244.068	1251.514	1249.274	1243.676	1251.994	1249.618	1241.813	1242.499	1235.212	1236.975	1238.188	1235.968	1240.711	1244.068	1251.514	1249.274	1243.676	1251.994	1249.618	1241.813	1242.499	1235.212	1236.975	1238.188	1235.968	1240.711	1244.068	1251.514	1249.274	1243.676	1251.994	1249.618
1244.017	1244.703	1237.431	1239.178	1240.391	1238.171	1242.914	1246.271	1253.858	1251.524	1245.988	1254.197	1251.821	1244.017	1244.703	1237.431	1239.178	1240.391	1238.171	1242.914	1246.271	1253.858	1251.524	1245.988	1254.197	1251.821	1244.017	1244.703	1237.431	1239.178	1240.391	1238.171	1242.914	1246.271	1253.858	1251.524	1245.988	1254.197	1251.821	1244.017	1244.703	1237.431	1239.178	1240.391	1238.171	1242.914	1246.271	1253.858	1251.524	1245.988	1254.197	1251.821	1244.017	1244.703	1237.431	1239.178	1240.391	1238.171	1242.914	1246.271	1253.858	1251.524	1245.988	1254.197	1251.821	1244.017	1244.703	1237.431	1239.178	1240.391	1238.171	1242.914	1246.271	1253.858	1251.524	1245.988	1254.197	1251.821
1246.22	1246.906	1239.619	1241.381	1242.594	1240.39	1245.133	1248.489	1256.045	1253.758	1248.207	1256.4	1254.399	1246.22	1246.906	1239.619	1241.381	1242.594	1240.39	1245.133	1248.489	1256.045	1253.758	1248.207	1256.4	1254.399	1246.22	1246.906	1239.619	1241.381	1242.594	1240.39	1245.133	1248.489	1256.045	1253.758	1248.207	1256.4	1254.399	1246.22	1246.906	1239.619	1241.381	1242.594	1240.39	1245.133	1248.489	1256.045	1253.758	1248.207	1256.4	1254.399	1246.22	1246.906	1239.619	1241.381	1242.594	1240.39	1245.133	1248.489	1256.045	1253.758	1248.207	1256.4	1254.399	1246.22	1246.906	1239.619	1241.381	1242.594	1240.39	1245.133	1248.489	1256.045	1253.758	1248.207	1256.4	1254.399
1248.423	1249.109	1241.853	1243.584	1244.797	1242.593	1247.336	1250.708	1258.373	1255.962	1250.441	1258.603	1256.665	1248.423	1249.109	1241.853	1243.584	1244.797	1242.593	1247.336	1250.708	1258.373	1255.962	1250.441	1258.603	1256.665	1248.423	1249.109	1241.853	1243.584	1244.797	1242.593	1247.336	1250.708	1258.373	1255.962	1250.441	1258.603	1256.665	1248.423	1249.109	1241.853	1243.584	1244.797	1242.593	1247.336	1250.708	1258.373	1255.962	1250.441	1258.603	1256.665	1248.423	1249.109	1241.853	1243.584	1244.797	1242.593	1247.336	1250.708	1258.373	1255.962	1250.441	1258.603	1256.665	1248.423	1249.109	1241.853	1243.584	1244.797	1242.593	1247.336	1250.708	1258.373	1255.962	1250.441	1258.603	1256.665
1250.626	1251.312	1244.056	1245.818	1247.016	1244.827	1249.539	1252.927	1260.748	1258.18	1252.644	1260.822	1259.04	1250.626	1251.312	1244.056	1245.818	1247.016	1244.827	1249.539	1252.927	1260.748	1258.18	1252.644	1260.822	1259.04	1250.626	1251.312	1244.056	1245.818	1247.016	1244.827	1249.539	1252.927	1260.748	1258.18	1252.644	1260.822	1259.04	1250.626	1251.312	1244.056	1245.818	1247.016	1244.827	1249.539	1252.927	1260.748	1258.18	1252.644	1260.822	1259.04	1250.626	1251.312	1244.056	1245.818	1247.016	1244.827	1249.539	1252.927	1260.748	1258.18	1252.644	1260.822	1259.04	1250.626	1251.312	1244.056	1245.818	1247.016	1244.827	1249.539	1252.927	1260.748	1258.18	1252.644	1260.822	1259.04
1252.86	1253.515	1246.275	1248.037	1249.235	1247.015	1251.758	1255.146	1263.108	1260.383	1254.863	1263.056	1261.321	1252.86	1253.515	1246.275	1248.037	1249.235	1247.015	1251.758	1255.146	1263.108	1260.383	1254.863	1263.056	1261.321	1252.86	1253.515	1246.275	1248.037	1249.235	1247.015	1251.758	1255.146	1263.108	1260.383	1254.863	1263.056	1261.321	1252.86	1253.515	1246.275	1248.037	1249.235	1247.015	1251.758	1255.146	1263.108	1260.383	1254.863	1263.056	1261.321	1252.86	1253.515	1246.275	1248.037	1249.235	1247.015	1251.758	1255.146	1263.108	1260.383	1254.863	1263.056	1261.321	1252.86	1253.515	1246.275	1248.037	1249.235	1247.015	1251.758	1255.146	1263.108	1260.383	1254.863	1263.056	1261.321
1255.079	1255.734	1248.494	1250.24	1251.438	1249.234	1254.008	1257.38	1265.592	1262.618	1257.098	1265.267	1263.54	1255.079	1255.734	1248.494	1250.24	1251.438	1249.234	1254.008	1257.38	1265.592	1262.618	1257.098	1265.267	1263.54	1255.079	1255.734	1248.494	1250.24	1251.438	1249.234	1254.008	1257.38	1265.592	1262.618	1257.098	1265.267	1263.54	1255.079	1255.734	1248.494	1250.24	1251.438	1249.234	1254.008	1257.38	1265.592	1262.618	1257.098	1265.267	1263.54	1255.079	1255.734	1248.494	1250.24	1251.438	1249.234	1254.008	1257.38	1265.592	1262.618	1257.098	1265.267	1263.54	1255.079	1255.734	1248.494	1250.24	1251.438	1249.234	1254.008	1257.38	1265.592	1262.618	1257.098	1265.267	1263.54
1257.282	1257.937	1250.712	1252.459	1253.657	1251.437	1256.226	1259.599	1267.795	1264.821	1259.316	1267.47	1265.743	1257.282	1257.937	1250.712	1252.459	1253.657	1251.437	1256.226	1259.599	1267.795	1264.821	1259.316	1267.47	1265.743	1257.282	1257.937	1250.712	1252.459	1253.657	1251.437	1256.226	1259.599	1267.795	1264.821	1259.316	1267.47	1265.743	1257.282	1257.937	1250.712	1252.459	1253.657	1251.437	1256.226	1259.599	1267.795	1264.821	1259.316	1267.47	1265.743	1257.282	1257.937	1250.712	1252.459	1253.657	1251.437	1256.226	1259.599	1267.795	1264.821	1259.316	1267.47	1265.743	1257.282	1257.937	1250.712	1252.459	1253.657	1251.437	1256.226	1259.599	1267.795	1264.821	1259.316	1267.47	1265.743
1259.501	1260.14	1252.931	1254.662	1255.891	1253.656	1258.429	1261.802	1270.139	1267.071	1261.504	1269.689	1268.29	1259.501	1260.14	1252.931	1254.662	1255.891	1253.656	1258.429	1261.802	1270.139	1267.071	1261.504	1269.689	1268.29	1259.501	1260.14	1252.931	1254.662	1255.891	1253.656	1258.429	1261.802	1270.139	1267.071	1261.504	1269.689	1268.29	1259.501	1260.14	1252.931	1254.662	1255.891	1253.656	1258.429	1261.802	1270.139	1267.071	1261.504	1269.689	1268.29	1259.501	1260.14	1252.931	1254.662	1255.891	1253.656	1258.429	1261.802	1270.139	1267.071	1261.504	1269.689	1268.29	1259.501	1260.14	1252.931	1254.662	1255.891	1253.656	1258.429	1261.802	1270.139	1267.071	1261.504	1269.689	1268.29
1261.704	1262.374	1255.134	1256.897	1258.094	1255.89	1260.648	1264.005	1272.639	1269.305	1264.066	1271.923	1270.571	1261.704	1262.374	1255.134	1256.897	1258.094	1255.89	1260.648	1264.005	1272.639	1269.305	1264.066	1271.923	1270.571	1261.704	1262.374	1255.134	1256.897	1258.094	1255.89	1260.648	1264.005	1272.639	1269.305	1264.066	1271.923	1270.571	1261.704	1262.374	1255.134	1256.897	1258.094	1255.89	1260.648	1264.005	1272.639	1269.305	1264.066	1271.923	1270.571	1261.704	1262.374	1255.134	1256.897	1258.094	1255.89	1260.648	1264.005	1272.639	1269.305	1264.066	1271.923	1270.571	1261.704	1262.374	1255.134	1256.897	1258.094	1255.89	1260.648	1264.005	1272.639	1269.305	1264.066	1271.923	1270.571
1263.907	1264.593	1257.353	1259.1	1260.297	1258.093	1262.867	1266.208	1274.858	1271.508	1266.348	1274.142	1272.915	1263.907	1264.593	1257.353	1259.1	1260.297	1258.093	1262.867	1266.208	1274.858	1271.508	1266.348	1274.142	1272.915	1263.907	1264.593	1257.353	1259.1	1260.297	1258.093	1262.867	1266.208	1274.858	1271.508	1266.348	1274.142	1272.915	1263.907	1264.593	1257.353	1259.1	1260.297	1258.093	1262.867	1266.208	1274.858	1271.508	1266.348	1274.142	1272.915	1263.907	1264.593	1257.353	1259.1	1260.297	1258.093	1262.867	1266.208	1274.858	1271.508	1266.348	1274.142	1272.915	1263.907	1264.593	1257.353	1259.1	1260.297	1258.093	1262.867	1266.208	1274.858	1271.508	1266.348	1274.142	1272.915
1266.11	1266.812	1259.572	1261.303	1262.5	1260.312	1265.07	1268.396	1277.217	1273.727	1268.676	1276.377	1275.196	1266.11	1266.812	1259.572	1261.303	1262.5	1260.312	1265.07	1268.396	1277.217	1273.727	1268.676	1276.377	1275.196	1266.11	1266.812	1259.572	1261.303	1262.5	1260.312	1265.07	1268.396	1277.217	1273.727	1268.676	1276.377	1275.196	1266.11	1266.812	1259.572	1261.303	1262.5	1260.312	1265.07	1268.396	1277.217	1273.727	1268.676	1276.377	1275.196	1266.11	1266.812	1259.572	1261.303	1262.5	1260.312	1265.07	1268.396	1277.217	1273.727	1268.676	1276.377	1275.196	1266.11	1266.812	1259.572	1261.303	1262.5	1260.312	1265.07	1268.396	1277.217	1273.727	1268.676	1276.377	1275.196
1268.329	1269.031	1261.79	1263.522	1264.719	1262.531	1267.289	1270.599	1279.702	1275.946	1270.957	1278.595	1277.43	1268.329	1269.031	1261.79	1263.522	1264.719	1262.531	1267.289	1270.599	1279.702	1275.946	1270.957	1278.595	1277.43	1268.329	1269.031	1261.79	1263.522	1264.719	1262.531	1267.289	1270.599	1279.702	1275.946	1270.957	1278.595	1277.43	1268.329	1269.031	1261.79	1263.522	1264.719	1262.531	1267.289	1270.599	1279.702	1275.946	1270.957	1278.595	1277.43	1268.329	1269.031	1261.79	1263.522	1264.719	1262.531	1267.289	1270.599	1279.702	1275.946	1270.957	1278.595	1277.43	1268.329	1269.031	1261.79	1263.522	1264.719	1262.531	1267.289	1270.599	1279.702	1275.946	1270.957	1278.595	1277.43
1270.548	1271.234	1263.993	1265.709	1266.907	1264.749	1269.508	1272.833	1281.983	1278.165	1273.176	1280.798	1279.774	1270.548	1271.234	1263.993	1265.709	1266.907	1264.749	1269.508	1272.833	1281.983	1278.165	1273.176	1280.798	1279.774	1270.548	1271.234	1263.993	1265.709	1266.907	1264.749	1269.508	1272.833	1281.983	1278.165	1273.176	1280.798	1279.774	1270.548	1271.234	1263.993	1265.709	1266.907	1264.749	1269.508	1272.833	1281.983	1278.165	1273.176	1280.798	1279.774	1270.548	1271.234	1263.993	1265.709	1266.907	1264.749	1269.508	1272.833	1281.983	1278.165	1273.176	1280.798	1279.774	1270.548	1271.234	1263.993	1265.709	1266.907	1264.749	1269.508	1272.833	1281.983	1278.165	1273.176	1280.798	1279.774
1272.751	1273.468	1266.54	1267.897	1269.125	1266.984	1271.742	1275.052	1284.201	1280.399	1275.394	1283.017	1282.243	1272.751	1273.468	1266.54	1267.897	1269.125	1266.984	1271.742	1275.052	1284.201	1280.399	1275.394	1283.017	1282.243	1272.751	1273.468	1266.54	1267.897	1269.125	1266.984	1271.742	1275.052	1284.201	1280.399	1275.394	1283.017	1282.243	1272.751	1273.468	1266.54	1267.897	1269.125	1266.984	1271.742	1275.052	1284.201	1280.399	1275.394	1283.017	1282.243	1272.751	1273.468	1266.54	1267.897	1269.125	1266.984	1271.742	1275.052	1284.201	1280.399	1275.394	1283.017	1282.243	1272.751	1273.468	1266.54	1267.897	1269.125	1266.984	1271.742	1275.052	1284.201	1280.399	1275.394	1283.017	1282.243
1274.954	1275.671	1268.79	1270.131	1271.344	1269.202	1273.945	1277.271	1286.436	1282.618	1277.738	1285.22	1284.462	1274.954	1275.671	1268.79	1270.131	1271.344	1269.202	1273.945	1277.271	1286.436	1282.618	1277.738	1285.22	1284.462	1274.954	1275.671	1268.79	1270.131	1271.344	1269.202	1273.945	1277.271	1286.436	1282.618	1277.738	1285.22	1284.462	1274.954	1275.671	1268.79	1270.131	1271.344	1269.202	1273.945	1277.271	1286.436	1282.618	1277.738	1285.22	1284.462	1274.954	1275.671	1268.79	1270.131	1271.344	1269.202	1273.945	1277.271	1286.436	1282.618	1277.738	1285.22	1284.462	1274.954	1275.671	1268.79	1270.131	1271.344	1269.202	1273.945	1277.271	1286.436	1282.618	1277.738	1285.22	1284.462
1277.157	1277.874	1270.978	1272.35	1273.563	1271.421	1276.179	1279.474	1288.639	1284.836	1280.223	1287.439	1287.009	1277.157	1277.874	1270.978	1272.35	1273.563	1271.421	1276.179	1279.474	1288.639	1284.836	1280.223	1287.439	1287.009	1277.157	1277.874	1270.978	1272.35	1273.563	1271.421	1276.179	1279.474	1288.639	1284.836	1280.223	1287.439	1287.009	1277.157	1277.874	1270.978	1272.35	1273.563	1271.421	1276.179	1279.474	1288.639	1284.836	1280.223	1287.439	1287.009	1277.157	1277.874	1270.978	1272.35	1273.563	1271.421	1276.179	1279.474	1288.639	1284.836	1280.223	1287.439	1287.009	1277.157	1277.874	1270.978	1272.35	1273.563	1271.421	1276.179	1279.474	1288.639	1284.836	1280.223	1287.439	1287.009
1279.391	1280.078	1273.322	1274.553	1275.766	1273.64	1278.383	1281.677	1290.967	1287.071	1282.457	1289.658	1289.274	1279.391	1280.078	1273.322	1274.553	1275.766	1273.64	1278.383	1281.677	1290.967	1287.071	1282.457	1289.658	1289.274	1279.391	1280.078	1273.322	1274.553	1275.766	1273.64	1278.383	1281.677	1290.967	1287.071	1282.457	1289.658	1289.274	1279.391	1280.078	1273.322	1274.553	1275.766	1273.64	1278.383	1281.677	1290.967	1287.071	1282.457	1289.658	1289.274	1279.391	1280.078	1273.322	1274.553	1275.766	1273.64	1278.383	1281.677	1290.967	1287.071	1282.457	1289.658	1289.274	1279.391	1280.078	1273.322	1274.553	1275.766	1273.64	1278.383	1281.677	1290.967	1287.071	1282.457	1289.658	1289.274
1281.595	1282.312	1275.634	1276.756	1277.969	1275.874	1280.601	1283.896	1293.451	1289.305	1284.988	1291.861	1291.602	1281.595	1282.312	1275.634	1276.756	1277.969	1275.874	1280.601	1283.896	1293.451	1289.305	1284.988	1291.861	1291.602	1281.595	1282.312	1275.634	1276.756	1277.969	1275.874	1280.601	1283.896	1293.451	1289.305	1284.988	1291.861	1291.602	1281.595	1282.312	1275.634	1276.756	1277.969	1275.874	1280.601	1283.896	1293.451	1289.305	1284.988	1291.861	1291.602	1281.595	1282.312	1275.634	1276.756	1277.969	1275.874	1280.601	1283.896	1293.451	1289.305	1284.988	1291.861	1291.602	1281.595	1282.312	1275.634	1276.756	1277.969	1275.874	1280.601	1283.896	1293.451	1289.305	1284.988	1291.861	1291.602
1283.798	1284.515	1277.868	1278.959	1280.172	1278.109	1282.82	1286.114	1295.701	1291.524	1287.269	1294.08	1293.899	1283.798	1284.515	1277.868	1278.959	1280.172	1278.109	1282.82	1286.114	1295.701	1291.524	1287.269	1294.08	1293.899	1283.798	1284.515	1277.868	1278.959	1280.172	1278.109	1282.82	1286.114	1295.701	1291.524	1287.269	1294.08	1293.899	1283.798	1284.515	1277.868	1278.959	1280.172	1278.109	1282.82	1286.114	1295.701	1291.524	1287.269	1294.08	1293.899	1283.798	1284.515	1277.868	1278.959	1280.172	1278.109	1282.82	1286.114	1295.701	1291.524	1287.269	1294.08	1293.899	1283.798	1284.515	1277.868	1278.959	1280.172	1278.109	1282.82	1286.114	1295.701	1291.524	1287.269	1294.08	1293.899
1286.001	1286.718	1280.087	1281.193	1282.391	1280.312	1285.023	1288.317	1297.905	1293.727	1289.493	1296.283	1296.102	1286.001	1286.718	1280.087	1281.193	1282.391	1280.312	1285.023	1288.317	1297.905	1293.727	1289.493	1296.283	1296.102	1286.001	1286.718	1280.087	1281.193	1282.391	1280.312	1285.023	1288.317	1297.905	1293.727	1289.493	1296.283	1296.102	1286.001	1286.718	1280.087	1281.193	1282.391	1280.312	1285.023	1288.317	1297.905	1293.727	1289.493	1296.283	1296.102	1286.001	1286.718	1280.087	1281.193	1282.391	1280.312	1285.023	1288.317	1297.905	1293.727	1289.493	1296.283	1296.102	1286.001	1286.718	1280.087	1281.193	1282.391	1280.312	1285.023	1288.317	1297.905	1293.727	1289.493	1296.283	1296.102
1288.188	1288.937	1282.322	1283.412	1284.61	1282.546	1287.226	1290.552	1300.139	1295.961	1291.822	1298.501	1298.446	1288.188	1288.937	1282.322	1283.412	1284.61	1282.546	1287.226	1290.552	1300.139	1295.961	1291.822	1298.501	1298.446	1288.188	1288.937	1282.322	1283.412	1284.61	1282.546	1287.226	1290.552	1300.139	1295.961	1291.822	1298.501	1298.446	1288.188	1288.937	1282.322	1283.412	1284.61	1282.546	1287.226	1290.552	1300.139	1295.961	1291.822	1298.501	1298.446	1288.188	1288.937	1282.322	1283.412	1284.61	1282.546	1287.226	1290.552	1300.139	1295.961	1291.822	1298.501	1298.446	1288.188	1288.937	1282.322	1283.412	1284.61	1282.546	1287.226	1290.552	1300.139	1295.961	1291.822	1298.501	1298.446
1290.407	1291.171	1284.54	1285.615	1286.813	1284.749	1289.461	1292.755	1302.342	1298.18	1294.181	1300.72	1300.93	1290.407	1291.171	1284.54	1285.615	1286.813	1284.749	1289.461	1292.755	1302.342	1298.18	1294.181	1300.72	1300.93	1290.407	1291.171	1284.54	1285.615	1286.813	1284.749	1289.461	1292.755	1302.342	1298.18	1294.181	1300.72	1300.93	1290.407	1291.171	1284.54	1285.615	1286.813	1284.749	1289.461	1292.755	1302.342	1298.18	1294.181	1300.72	1300.93	1290.407	1291.171	1284.54	1285.615	1286.813	1284.749	1289.461	1292.755	1302.342	1298.18	1294.181	1300.72	1300.93	1290.407	1291.171	1284.54	1285.615	1286.813	1284.749	1289.461	1292.755	1302.342	1298.18	1294.181	1300.72	1300.93
1292.595	1293.39	1286.743	1287.818	1289.016	1286.968	1291.695	1294.989	1304.53	1300.399	1296.384	1302.923	1303.18	1292.595	1293.39	1286.743	1287.818	1289.016	1286.968	1291.695	1294.989	1304.53	1300.399	1296.384	1302.923	1303.18	1292.595	1293.39	1286.743	1287.818	1289.016	1286.968	1291.695	1294.989	1304.53	1300.399	1296.384	1302.923	1303.18	1292.595	1293.39	1286.743	1287.818	1289.016	1286.968	1291.695	1294.989	1304.53	1300.399	1296.384	1302.923	1303.18	1292.595	1293.39	1286.743	1287.818	1289.016	1286.968	1291.695	1294.989	1304.53	1300.399	1296.384	1302.923	1303.18	1292.595	1293.39	1286.743	1287.818	1289.016	1286.968	1291.695	1294.989	1304.53	1300.399	1296.384	1302.923	1303.18
1294.813	1295.578	1288.947	1290.022	1291.25	1289.202	1293.914	1297.192	1306.748	1302.633	1298.587	1305.142	1305.462	1294.813	1295.578	1288.947	1290.022	1291.25	1289.202	1293.914	1297.192	1306.748	1302.633	1298.587	1305.142	1305.462	1294.813	1295.578	1288.947	1290.022	1291.25	1289.202	1293.914	1297.192	1306.748	1302.633	1298.587	1305.142	1305.462	1294.813	1295.578	1288.947	1290.022	1291.25	1289.202	1293.914	1297.192	1306.748	1302.633	1298.587	1305.142	1305.462	1294.813	1295.578	1288.947	1290.022	1291.25	1289.202	1293.914	1297.192	1306.748	1302.633	1298.587	1305.142	1305.462	1294.813	1295.578	1288.947	1290.022	1291.25	1289.202	1293.914	1297.192	1306.748	1302.633	1298.587	1305.142	1305.462
